i,w,iq,w-w_hat
0,1394.500244140625,12.0,1294.500244140625
0,1400.68994140625,12.0,1300.68994140625
0,1406.8778076171875,12.0,1306.8778076171875
0,1413.063720703125,12.0,1313.063720703125
0,1419.2476806640625,12.0,1319.2476806640625
0,1425.4298095703125,12.0,1325.4298095703125
0,1431.6099853515625,12.0,1331.6099853515625
0,1437.7879638671875,12.0,1337.7879638671875
0,1443.9639892578125,12.0,1343.9639892578125
0,1450.1380615234375,12.0,1350.1380615234375
0,1456.310302734375,12.0,1356.310302734375
0,1462.4805908203125,12.0,1362.4805908203125
0,1468.6490478515625,12.0,1368.6490478515625
0,1474.815185546875,12.0,1374.815185546875
0,1480.9794921875,12.0,1380.9794921875
0,1487.141845703125,12.0,1387.141845703125
0,1493.30224609375,12.0,1393.30224609375
0,1499.4608154296875,12.0,1399.4608154296875
0,1505.617431640625,12.0,1405.617431640625
0,1511.7718505859375,12.0,1411.7718505859375
0,1517.92431640625,12.0,1417.92431640625
0,1524.0748291015625,12.0,1424.0748291015625
0,1530.2235107421875,12.0,1430.2235107421875
0,1536.3702392578125,12.0,1436.3702392578125
0,1542.51513671875,12.0,1442.51513671875
0,1548.65771484375,12.0,1448.65771484375
0,1554.7984619140625,12.0,1454.7984619140625
0,1560.937255859375,12.0,1460.937255859375
0,1567.0740966796875,12.0,1467.0740966796875
0,1573.2091064453125,12.0,1473.2091064453125
0,1579.3421630859375,12.0,1479.3421630859375
0,1585.4732666015625,12.0,1485.4732666015625
0,1591.6025390625,12.0,1491.6025390625
0,1597.7296142578125,12.0,1497.7296142578125
0,1603.854736328125,12.0,1503.854736328125
0,1609.9779052734375,12.0,1509.9779052734375
0,1616.0992431640625,12.0,1516.0992431640625
0,1622.2186279296875,12.0,1522.2186279296875
0,1628.3360595703125,12.0,1528.3360595703125
0,1634.45166015625,12.0,1534.45166015625
0,1640.5653076171875,12.0,1540.5653076171875
0,1646.6767578125,12.0,1546.6767578125
0,1652.7862548828125,12.0,1552.7862548828125
0,1658.893798828125,12.0,1558.893798828125
0,1664.99951171875,12.0,1564.99951171875
0,1671.103271484375,12.0,1571.103271484375
0,1677.2052001953125,12.0,1577.2052001953125
0,1683.30517578125,12.0,1583.30517578125
0,1689.4031982421875,12.0,1589.4031982421875
0,1695.4993896484375,12.0,1595.4993896484375
0,1701.5936279296875,12.0,1601.5936279296875
0,1707.6856689453125,12.0,1607.6856689453125
0,1713.7757568359375,12.0,1613.7757568359375
0,1719.8638916015625,12.0,1619.8638916015625
0,1725.9501953125,11.11348819732666,1625.9501953125
0,1731.5465087890625,0.0,1631.5465087890625
0,1730.9952392578125,0.0,1630.9952392578125
0,1730.4442138671875,0.0,1630.4442138671875
0,1729.8935546875,0.0,1629.8935546875
0,1729.3428955078125,0.0,1629.3428955078125
0,1728.7926025390625,0.0,1628.7926025390625
0,1728.2423095703125,0.0,1628.2423095703125
0,1727.6922607421875,0.0,1627.6922607421875
0,1727.1422119140625,0.0,1627.1422119140625
0,1726.592529296875,0.0,1626.592529296875
0,1726.0428466796875,0.0,1626.0428466796875
0,1725.493408203125,0.0,1625.493408203125
0,1724.9443359375,0.0,1624.9443359375
0,1724.395263671875,0.0,1624.395263671875
0,1723.8465576171875,0.0,1623.8465576171875
0,1723.2978515625,0.0,1623.2978515625
0,1722.7493896484375,0.0,1622.7493896484375
0,1722.200927734375,0.0,1622.200927734375
0,1721.65283203125,0.0,1621.65283203125
0,1721.104736328125,0.0,1621.104736328125
0,1720.556884765625,0.0,1620.556884765625
0,1720.009033203125,0.0,1620.009033203125
0,1719.4615478515625,0.0,1619.4615478515625
0,1718.9144287109375,0.0,1618.9144287109375
0,1718.3673095703125,0.0,1618.3673095703125
0,1717.8204345703125,0.0,1617.8204345703125
0,1717.2735595703125,0.0,1617.2735595703125
0,1716.72705078125,0.0,1616.72705078125
0,1716.1805419921875,0.0,1616.1805419921875
0,1715.6343994140625,0.0,1615.6343994140625
0,1715.0882568359375,0.0,1615.0882568359375
0,1714.5423583984375,0.0,1614.5423583984375
0,1713.9964599609375,0.0,1613.9964599609375
0,1713.450927734375,0.0,1613.450927734375
0,1712.9056396484375,0.0,1612.9056396484375
0,1712.3603515625,0.0,1612.3603515625
0,1711.8154296875,0.0,1611.8154296875
0,1711.2705078125,0.0,1611.2705078125
0,1710.7259521484375,0.0,1610.7259521484375
0,1710.181396484375,0.0,1610.181396484375
0,1709.6370849609375,0.0,1609.6370849609375
0,1709.0927734375,0.0,1609.0927734375
0,1708.548828125,0.0,1608.548828125
0,1708.0048828125,0.0,1608.0048828125
0,1707.461181640625,0.0,1607.461181640625
0,1706.9178466796875,0.0,1606.9178466796875
0,1706.37451171875,0.0,1606.37451171875
0,1705.83154296875,0.0,1605.83154296875
0,1705.28857421875,0.0,1605.28857421875
0,1704.745849609375,0.0,1604.745849609375
0,1704.203125,0.0,1604.203125
0,1703.6607666015625,0.0,1603.6607666015625
0,1703.118408203125,0.0,1603.118408203125
0,1702.5762939453125,0.0,1602.5762939453125
0,1702.0341796875,0.0,1602.0341796875
0,1701.492431640625,0.0,1601.492431640625
0,1700.9510498046875,0.0,1600.9510498046875
0,1700.40966796875,0.0,1600.40966796875
0,1699.8685302734375,0.0,1599.8685302734375
0,1699.327392578125,0.0,1599.327392578125
0,1698.78662109375,0.0,1598.78662109375
0,1698.245849609375,0.0,1598.245849609375
0,1697.705322265625,0.0,1597.705322265625
0,1697.164794921875,0.0,1597.164794921875
0,1696.6246337890625,0.0,1596.6246337890625
0,1696.08447265625,0.0,1596.08447265625
0,1695.544677734375,0.0,1595.544677734375
0,1695.0048828125,0.0,1595.0048828125
0,1694.46533203125,0.0,1594.46533203125
0,1693.9261474609375,0.0,1593.9261474609375
0,1693.386962890625,0.0,1593.386962890625
0,1692.84814453125,0.0,1592.84814453125
0,1692.309326171875,0.0,1592.309326171875
0,1691.770751953125,0.0,1591.770751953125
0,1691.232177734375,0.0,1591.232177734375
0,1690.6939697265625,0.0,1590.6939697265625
0,1690.15576171875,0.0,1590.15576171875
0,1689.6177978515625,0.0,1589.6177978515625
0,1689.079833984375,0.0,1589.079833984375
0,1688.542236328125,0.0,1588.542236328125
0,1688.004638671875,0.0,1588.004638671875
0,1687.4674072265625,0.0,1587.4674072265625
0,1686.930419921875,0.0,1586.930419921875
0,1686.3934326171875,0.0,1586.3934326171875
0,1685.8568115234375,0.0,1585.8568115234375
0,1685.3201904296875,0.0,1585.3201904296875
0,1684.7838134765625,0.0,1584.7838134765625
0,1684.2474365234375,0.0,1584.2474365234375
0,1683.71142578125,0.0,1583.71142578125
0,1683.1754150390625,0.0,1583.1754150390625
0,1682.6397705078125,0.0,1582.6397705078125
0,1682.1041259765625,0.0,1582.1041259765625
0,1681.5687255859375,0.0,1581.5687255859375
0,1681.0333251953125,0.0,1581.0333251953125
0,1680.498291015625,0.0,1580.498291015625
0,1679.9635009765625,0.0,1579.9635009765625
0,1679.4287109375,0.0,1579.4287109375
0,1678.894287109375,0.0,1578.894287109375
0,1678.35986328125,0.0,1578.35986328125
0,1677.8258056640625,0.0,1577.8258056640625
0,1677.291748046875,0.0,1577.291748046875
0,1676.7579345703125,0.0,1576.7579345703125
0,1676.22412109375,0.0,1576.22412109375
0,1675.690673828125,0.0,1575.690673828125
0,1675.1572265625,0.0,1575.1572265625
0,1674.6240234375,0.0,1574.6240234375
0,1674.0908203125,0.0,1574.0908203125
0,1673.5579833984375,0.0,1573.5579833984375
0,1673.025146484375,0.0,1573.025146484375
0,1672.49267578125,0.0,1572.49267578125
0,1671.96044921875,0.0,1571.96044921875
0,1671.42822265625,0.0,1571.42822265625
0,1670.8963623046875,0.0,1570.8963623046875
0,1670.364501953125,0.0,1570.364501953125
0,1669.8328857421875,0.0,1569.8328857421875
0,1669.30126953125,0.0,1569.30126953125
0,1668.77001953125,0.0,1568.77001953125
0,1668.23876953125,0.0,1568.23876953125
0,1667.7078857421875,0.0,1567.7078857421875
0,1667.177001953125,0.0,1567.177001953125
0,1666.6463623046875,0.0,1566.6463623046875
0,1666.11572265625,0.0,1566.11572265625
0,1665.58544921875,0.0,1565.58544921875
0,1665.05517578125,0.0,1565.05517578125
0,1664.5252685546875,0.0,1564.5252685546875
0,1663.995361328125,0.0,1563.995361328125
0,1663.4656982421875,0.0,1563.4656982421875
0,1662.9364013671875,0.0,1562.9364013671875
0,1662.4071044921875,0.0,1562.4071044921875
0,1661.8780517578125,0.0,1561.8780517578125
0,1661.3489990234375,0.0,1561.3489990234375
0,1660.8203125,0.0,1560.8203125
0,1660.2916259765625,0.0,1560.2916259765625
0,1659.7633056640625,0.0,1559.7633056640625
0,1659.2349853515625,0.0,1559.2349853515625
0,1658.7069091796875,0.0,1558.7069091796875
0,1658.1788330078125,0.0,1558.1788330078125
0,1657.651123046875,0.0,1557.651123046875
0,1657.1234130859375,0.0,1557.1234130859375
0,1656.595947265625,0.0,1556.595947265625
0,1656.0684814453125,0.0,1556.0684814453125
0,1655.5413818359375,0.0,1555.5413818359375
0,1655.0142822265625,0.0,1555.0142822265625
0,1654.487548828125,0.0,1554.487548828125
0,1653.9610595703125,0.0,1553.9610595703125
0,1653.4345703125,0.0,1553.4345703125
0,1652.908447265625,0.0,1552.908447265625
0,1652.38232421875,0.0,1552.38232421875
0,1651.8564453125,0.0,1551.8564453125
0,1651.33056640625,0.0,1551.33056640625
0,1650.8050537109375,0.0,1550.8050537109375
0,1650.279541015625,0.0,1550.279541015625
0,1649.75439453125,0.0,1549.75439453125
0,1649.229248046875,0.0,1549.229248046875
0,1648.704345703125,0.0,1548.704345703125
0,1648.179443359375,0.0,1548.179443359375
0,1647.6549072265625,0.0,1547.6549072265625
0,1647.13037109375,0.0,1547.13037109375
0,1646.6060791015625,0.0,1546.6060791015625
0,1646.081787109375,0.0,1546.081787109375
0,1645.557861328125,0.0,1545.557861328125
0,1645.033935546875,0.0,1545.033935546875
0,1644.5103759765625,0.0,1544.5103759765625
0,1643.98681640625,0.0,1543.98681640625
0,1643.4635009765625,0.0,1543.4635009765625
0,1642.9405517578125,0.0,1542.9405517578125
0,1642.4176025390625,0.0,1542.4176025390625
0,1641.8948974609375,0.0,1541.8948974609375
0,1641.3721923828125,0.0,1541.3721923828125
0,1640.849853515625,0.0,1540.849853515625
0,1640.3275146484375,0.0,1540.3275146484375
0,1639.8055419921875,0.0,1539.8055419921875
0,1639.2835693359375,0.0,1539.2835693359375
0,1638.7618408203125,0.0,1538.7618408203125
0,1638.2401123046875,0.0,1538.2401123046875
0,1637.71875,0.0,1537.71875
0,1637.1973876953125,0.0,1537.1973876953125
0,1636.6763916015625,0.0,1536.6763916015625
0,1636.1553955078125,0.0,1536.1553955078125
0,1635.6346435546875,0.0,1535.6346435546875
0,1635.1138916015625,0.0,1535.1138916015625
0,1634.593505859375,0.0,1534.593505859375
0,1634.0731201171875,0.0,1534.0731201171875
0,1633.552978515625,0.0,1533.552978515625
0,1633.0328369140625,0.0,1533.0328369140625
0,1632.5130615234375,0.0,1532.5130615234375
0,1631.9932861328125,0.0,1531.9932861328125
0,1631.473876953125,0.0,1531.473876953125
0,1630.9547119140625,0.0,1530.9547119140625
0,1630.435546875,0.0,1530.435546875
0,1629.916748046875,0.0,1529.916748046875
0,1629.39794921875,0.0,1529.39794921875
0,1628.87939453125,0.0,1528.87939453125
0,1628.36083984375,0.0,1528.36083984375
0,1627.8426513671875,0.0,1527.8426513671875
0,1627.324462890625,0.0,1527.324462890625
0,1626.806640625,0.0,1526.806640625
0,1626.288818359375,0.0,1526.288818359375
0,1625.771240234375,0.0,1525.771240234375
0,1625.253662109375,0.0,1525.253662109375
0,1624.7364501953125,0.0,1524.7364501953125
0,1624.21923828125,0.0,1524.21923828125
0,1623.7022705078125,0.0,1523.7022705078125
0,1623.185302734375,0.0,1523.185302734375
0,1622.668701171875,0.0,1522.668701171875
0,1622.152099609375,0.0,1522.152099609375
0,1621.6358642578125,0.0,1521.6358642578125
0,1621.11962890625,0.0,1521.11962890625
0,1620.6036376953125,0.0,1520.6036376953125
0,1620.087646484375,0.0,1520.087646484375
0,1619.572021484375,0.0,1519.572021484375
0,1619.056396484375,0.0,1519.056396484375
0,1618.541015625,0.0,1518.541015625
0,1618.025634765625,0.0,1518.025634765625
0,1617.5106201171875,0.0,1517.5106201171875
0,1616.99560546875,0.0,1516.99560546875
0,1616.48095703125,0.0,1516.48095703125
0,1615.966552734375,0.0,1515.966552734375
0,1615.4521484375,0.0,1515.4521484375
0,1614.9381103515625,0.0,1514.9381103515625
0,1614.424072265625,0.0,1514.424072265625
0,1613.9102783203125,0.0,1513.9102783203125
0,1613.396484375,0.0,1513.396484375
0,1612.883056640625,0.0,1512.883056640625
0,1612.36962890625,0.0,1512.36962890625
0,1611.8565673828125,0.0,1511.8565673828125
0,1611.343505859375,0.0,1511.343505859375
0,1610.8306884765625,0.0,1510.8306884765625
0,1610.31787109375,0.0,1510.31787109375
0,1609.805419921875,0.0,1509.805419921875
0,1609.29296875,0.0,1509.29296875
0,1608.7808837890625,0.0,1508.7808837890625
0,1608.268798828125,0.0,1508.268798828125
0,1607.7569580078125,0.0,1507.7569580078125
0,1607.2451171875,0.0,1507.2451171875
0,1606.733642578125,0.0,1506.733642578125
0,1606.22216796875,0.0,1506.22216796875
0,1605.7109375,0.0,1505.7109375
0,1605.19970703125,0.0,1505.19970703125
0,1604.6888427734375,0.0,1504.6888427734375
0,1604.177978515625,0.0,1504.177978515625
0,1603.66748046875,0.0,1503.66748046875
0,1603.156982421875,0.0,1503.156982421875
0,1602.646728515625,0.0,1502.646728515625
0,1602.136474609375,0.0,1502.136474609375
0,1601.6265869140625,0.0,1501.6265869140625
0,1601.11669921875,0.0,1501.11669921875
0,1600.6070556640625,0.0,1500.6070556640625
0,1600.097412109375,0.0,1500.097412109375
0,1599.588134765625,0.0,1499.588134765625
0,1599.078857421875,0.0,1499.078857421875
0,1598.5699462890625,0.0,1498.5699462890625
0,1598.06103515625,0.0,1498.06103515625
0,1597.5523681640625,0.0,1497.5523681640625
0,1597.043701171875,0.0,1497.043701171875
0,1596.535400390625,0.0,1496.535400390625
0,1596.027099609375,0.0,1496.027099609375
0,1595.51904296875,0.0,1495.51904296875
0,1595.010986328125,0.0,1495.010986328125
0,1594.5032958984375,0.0,1494.5032958984375
0,1593.99560546875,0.0,1493.99560546875
0,1593.48828125,0.0,1493.48828125
0,1592.981201171875,0.0,1492.981201171875
0,1592.47412109375,0.0,1492.47412109375
0,1591.9674072265625,0.0,1491.9674072265625
0,1591.460693359375,0.0,1491.460693359375
0,1590.9542236328125,0.0,1490.9542236328125
0,1590.44775390625,0.0,1490.44775390625
0,1589.941650390625,0.0,1489.941650390625
0,1589.435546875,0.0,1489.435546875
0,1588.9298095703125,0.0,1488.9298095703125
0,1588.424072265625,0.0,1488.424072265625
0,1587.9185791015625,0.0,1487.9185791015625
0,1587.4130859375,0.0,1487.4130859375
0,1586.907958984375,0.0,1486.907958984375
0,1586.40283203125,0.0,1486.40283203125
0,1585.8980712890625,0.0,1485.8980712890625
0,1585.393310546875,0.0,1485.393310546875
0,1584.8887939453125,0.0,1484.8887939453125
0,1584.38427734375,0.0,1484.38427734375
0,1583.880126953125,0.0,1483.880126953125
0,1583.3759765625,0.0,1483.3759765625
0,1582.8720703125,0.0,1482.8720703125
0,1582.3681640625,0.0,1482.3681640625
0,1581.8646240234375,0.0,1481.8646240234375
0,1581.361083984375,0.0,1481.361083984375
0,1580.85791015625,0.0,1480.85791015625
0,1580.354736328125,0.0,1480.354736328125
0,1579.851806640625,0.0,1479.851806640625
0,1579.348876953125,0.0,1479.348876953125
0,1578.8463134765625,0.0,1478.8463134765625
0,1578.34375,0.0,1478.34375
0,1577.8414306640625,0.0,1477.8414306640625
0,1577.339111328125,0.0,1477.339111328125
0,1576.837158203125,0.0,1476.837158203125
0,1576.335205078125,0.0,1476.335205078125
0,1575.8336181640625,0.0,1475.8336181640625
0,1575.33203125,0.0,1475.33203125
0,1574.8306884765625,0.0,1474.8306884765625
0,1574.329345703125,0.0,1474.329345703125
0,1573.828369140625,0.0,1473.828369140625
0,1573.327392578125,0.0,1473.327392578125
0,1572.82666015625,0.0,1472.82666015625
0,1572.325927734375,0.0,1472.325927734375
0,1571.8255615234375,0.0,1471.8255615234375
0,1571.3251953125,0.0,1471.3251953125
0,1570.8251953125,0.0,1470.8251953125
0,1570.3251953125,0.0,1470.3251953125
0,1569.825439453125,0.0,1469.825439453125
0,1569.32568359375,0.0,1469.32568359375
0,1568.8262939453125,0.0,1468.8262939453125
0,1568.326904296875,0.0,1468.326904296875
0,1567.8277587890625,0.0,1467.8277587890625
0,1567.32861328125,0.0,1467.32861328125
0,1566.829833984375,0.0,1466.829833984375
0,1566.3310546875,0.0,1466.3310546875
0,1565.8326416015625,0.0,1465.8326416015625
0,1565.334228515625,0.0,1465.334228515625
0,1564.8360595703125,0.0,1464.8360595703125
0,1564.337890625,0.0,1464.337890625
0,1563.840087890625,0.0,1463.840087890625
0,1563.34228515625,0.0,1463.34228515625
0,1562.8447265625,0.0,1462.8447265625
0,1562.34716796875,0.0,1462.34716796875
0,1561.8499755859375,0.0,1461.8499755859375
0,1561.352783203125,0.0,1461.352783203125
0,1560.85595703125,0.0,1460.85595703125
0,1560.359130859375,0.0,1460.359130859375
0,1559.862548828125,0.0,1459.862548828125
0,1559.365966796875,0.0,1459.365966796875
0,1558.8697509765625,0.0,1458.8697509765625
0,1558.37353515625,0.0,1458.37353515625
0,1557.877685546875,0.0,1457.877685546875
0,1557.3818359375,0.0,1457.3818359375
0,1556.88623046875,0.0,1456.88623046875
0,1556.390625,0.0,1456.390625
0,1555.8953857421875,0.0,1455.8953857421875
0,1555.400146484375,0.0,1455.400146484375
0,1554.9051513671875,0.0,1454.9051513671875
0,1554.41015625,0.0,1454.41015625
0,1553.91552734375,0.0,1453.91552734375
0,1553.4208984375,0.0,1453.4208984375
0,1552.9266357421875,0.0,1452.9266357421875
0,1552.432373046875,0.0,1452.432373046875
0,1551.9383544921875,0.0,1451.9383544921875
0,1551.4443359375,0.0,1451.4443359375
0,1550.95068359375,0.0,1450.95068359375
0,1550.45703125,0.0,1450.45703125
0,1549.963623046875,0.0,1449.963623046875
0,1549.47021484375,0.0,1449.47021484375
0,1548.9771728515625,0.0,1448.9771728515625
0,1548.484130859375,0.0,1448.484130859375
0,1547.991455078125,0.0,1447.991455078125
0,1547.498779296875,0.0,1447.498779296875
0,1547.00634765625,0.0,1447.00634765625
0,1546.513916015625,0.0,1446.513916015625
0,1546.021484375,0.0,1446.021484375
0,1545.5294189453125,0.0,1445.5294189453125
0,1545.037353515625,0.0,1445.037353515625
0,1544.5455322265625,0.0,1444.5455322265625
0,1544.0537109375,0.0,1444.0537109375
0,1543.562255859375,0.0,1443.562255859375
0,1543.07080078125,0.0,1443.07080078125
0,1542.5797119140625,0.0,1442.5797119140625
0,1542.088623046875,0.0,1442.088623046875
0,1541.5977783203125,0.0,1441.5977783203125
0,1541.10693359375,0.0,1441.10693359375
0,1540.616455078125,0.0,1440.616455078125
0,1540.1259765625,0.0,1440.1259765625
0,1539.6357421875,0.0,1439.6357421875
0,1539.1455078125,0.0,1439.1455078125
0,1538.6556396484375,0.0,1438.6556396484375
0,1538.165771484375,0.0,1438.165771484375
0,1537.67626953125,0.0,1437.67626953125
0,1537.186767578125,0.0,1437.186767578125
0,1536.697509765625,0.0,1436.697509765625
0,1536.208251953125,0.0,1436.208251953125
0,1535.7193603515625,0.0,1435.7193603515625
0,1535.23046875,0.0,1435.23046875
0,1534.7418212890625,0.0,1434.7418212890625
0,1534.253173828125,0.0,1434.253173828125
0,1533.764892578125,0.0,1433.764892578125
0,1533.276611328125,0.0,1433.276611328125
0,1532.7886962890625,0.0,1432.7886962890625
0,1532.30078125,0.0,1432.30078125
0,1531.8131103515625,0.0,1431.8131103515625
0,1531.325439453125,0.0,1431.325439453125
0,1530.838134765625,0.0,1430.838134765625
0,1530.350830078125,0.0,1430.350830078125
0,1529.8638916015625,0.0,1429.8638916015625
0,1529.376953125,0.0,1429.376953125
0,1528.8902587890625,0.0,1428.8902587890625
0,1528.403564453125,0.0,1428.403564453125
0,1527.917236328125,0.0,1427.917236328125
